customer_code,month,week_of_month,total_sales
customer_code_4191,1,1,38
customer_code_4191,2,3,30
customer_code_4191,3,3,41
customer_code_4191,4,3,31
customer_code_4191,5,2,47
customer_code_4191,6,4,46
customer_code_4191,7,1,23
customer_code_4192,1,1,37
customer_code_4192,2,3,37
customer_code_4192,3,3,30
customer_code_4192,4,3,29
customer_code_4192,5,2,45
customer_code_4192,6,2,48
customer_code_4192,7,1,27
customer_code_4193,1,1,38
customer_code_4193,2,1,29
customer_code_4193,3,3,38
customer_code_4193,4,3,30
customer_code_4193,5,2,40
customer_code_4193,6,4,46
customer_code_4193,7,1,28
customer_code_4194,1,1,39
customer_code_4194,2,3,28
customer_code_4194,3,3,39
customer_code_4194,4,3,26
customer_code_4194,5,2,43
customer_code_4194,6,4,38
customer_code_4194,7,1,24
customer_code_4195,1,1,69
customer_code_4195,2,1,73
customer_code_4195,3,1,54
customer_code_4195,4,3,54
customer_code_4195,5,2,105
customer_code_4195,6,4,123
customer_code_4195,7,1,67
customer_code_4196,1,1,49
customer_code_4196,2,3,61
customer_code_4196,3,1,57
customer_code_4196,4,4,75
customer_code_4196,5,2,94
customer_code_4196,6,4,184
customer_code_4196,7,1,69
customer_code_4197,1,1,59
customer_code_4197,2,3,74
customer_code_4197,3,4,61
customer_code_4197,4,4,64
customer_code_4197,5,2,67
customer_code_4197,6,2,84
customer_code_4197,7,1,64
customer_code_4198,1,1,65
customer_code_4198,2,3,57
customer_code_4198,3,3,88
customer_code_4198,4,3,68
customer_code_4198,5,4,84
customer_code_4198,6,4,116
customer_code_4198,7,1,108
customer_code_4199,1,1,65
customer_code_4199,2,1,81
customer_code_4199,3,3,58
customer_code_4199,4,3,44
customer_code_4199,5,2,85
customer_code_4199,6,3,158
customer_code_4199,7,1,86
customer_code_42,1,1,33
customer_code_42,2,3,36
customer_code_42,3,3,31
customer_code_42,4,3,19
customer_code_42,5,2,40
customer_code_42,6,4,26
customer_code_42,7,1,22
customer_code_420,1,1,33
customer_code_420,2,1,28
customer_code_420,3,3,30
customer_code_420,4,3,27
customer_code_420,5,2,43
customer_code_420,6,2,21
customer_code_420,7,1,31
customer_code_4200,1,1,59
customer_code_4200,2,1,68
customer_code_4200,3,3,94
customer_code_4200,4,3,68
customer_code_4200,5,4,87
customer_code_4200,6,2,121
customer_code_4200,7,1,106
customer_code_421,1,1,58
customer_code_421,2,3,42
customer_code_421,3,3,43
customer_code_421,4,3,54
customer_code_421,5,2,74
customer_code_421,6,3,79
customer_code_421,7,1,57
customer_code_422,1,1,46
customer_code_422,2,3,53
customer_code_422,3,3,35
customer_code_422,4,4,36
customer_code_422,5,2,61
customer_code_422,6,1,49
customer_code_422,7,1,89
customer_code_423,1,1,44
customer_code_423,2,3,72
customer_code_423,3,4,56
customer_code_423,4,3,46
customer_code_423,5,1,59
customer_code_423,6,4,109
customer_code_423,7,1,86
customer_code_424,1,1,56
customer_code_424,2,3,47
customer_code_424,3,3,59
customer_code_424,4,3,57
customer_code_424,5,2,68
customer_code_424,6,4,77
customer_code_424,7,1,87
customer_code_425,1,1,30
customer_code_425,2,1,26
customer_code_425,3,3,27
customer_code_425,4,3,17
customer_code_425,5,2,35
customer_code_425,6,3,19
customer_code_425,7,1,11
customer_code_426,1,1,44
customer_code_426,2,1,40
customer_code_426,3,3,38
customer_code_426,4,2,34
customer_code_426,5,2,52
customer_code_426,6,4,84
customer_code_426,7,1,51
customer_code_427,1,1,49
customer_code_427,2,3,31
customer_code_427,3,3,32
customer_code_427,4,1,38
customer_code_427,5,4,42
customer_code_427,6,4,50
customer_code_427,7,1,70
customer_code_428,1,1,98
customer_code_428,2,1,105
customer_code_428,3,4,104
customer_code_428,4,3,173
customer_code_428,5,2,153
customer_code_428,6,3,269
customer_code_428,7,1,101
customer_code_429,1,1,75
customer_code_429,2,1,110
customer_code_429,3,3,102
customer_code_429,4,2,97
customer_code_429,5,2,129
customer_code_429,6,3,237
customer_code_429,7,1,163
customer_code_43,1,1,33
customer_code_43,2,3,31
customer_code_43,3,3,29
customer_code_43,4,4,23
customer_code_43,5,2,41
customer_code_43,6,4,30
customer_code_43,7,1,17
customer_code_430,1,1,94
customer_code_430,2,3,90
customer_code_430,3,2,85
customer_code_430,4,4,107
customer_code_430,5,1,121
customer_code_430,6,4,205
customer_code_430,7,1,84
customer_code_431,1,1,37
customer_code_431,2,1,29
customer_code_431,3,3,29
customer_code_431,4,3,26
customer_code_431,5,2,42
customer_code_431,6,4,29
customer_code_431,7,1,27
customer_code_432,1,1,37
customer_code_432,2,1,27
customer_code_432,3,1,35
customer_code_432,4,4,28
customer_code_432,5,2,47
customer_code_432,6,4,29
customer_code_432,7,1,34
customer_code_433,1,1,51
customer_code_433,2,3,71
customer_code_433,3,3,64
customer_code_433,4,4,70
customer_code_433,5,2,112
customer_code_433,6,4,72
customer_code_433,7,1,131
customer_code_434,1,1,61
customer_code_434,2,1,74
customer_code_434,3,3,79
customer_code_434,4,4,71
customer_code_434,5,1,60
customer_code_434,6,3,80
customer_code_434,7,1,179
customer_code_435,1,1,52
customer_code_435,2,3,54
customer_code_435,3,3,70
customer_code_435,4,3,53
customer_code_435,5,1,71
customer_code_435,6,2,104
customer_code_435,7,1,92
customer_code_436,1,1,42
customer_code_436,2,4,65
customer_code_436,3,3,61
customer_code_436,4,4,59
customer_code_436,5,2,105
customer_code_436,6,3,122
customer_code_436,7,1,89
customer_code_437,1,1,46
customer_code_437,2,3,72
customer_code_437,3,1,63
customer_code_437,4,3,68
customer_code_437,5,4,81
customer_code_437,6,1,88
customer_code_437,7,1,130
customer_code_438,1,1,33
customer_code_438,2,3,30
customer_code_438,3,3,40
customer_code_438,4,4,24
customer_code_438,5,2,36
customer_code_438,6,4,25
customer_code_438,7,1,23
customer_code_439,1,1,33
customer_code_439,2,3,27
customer_code_439,3,3,30
customer_code_439,4,3,19
customer_code_439,5,2,43
customer_code_439,6,2,22
customer_code_439,7,1,41
customer_code_44,1,1,34
customer_code_44,2,1,32
customer_code_44,3,3,35
customer_code_44,4,4,21
customer_code_44,5,2,40
customer_code_44,6,4,26
customer_code_44,7,1,29
customer_code_440,1,1,31
customer_code_440,2,3,31
customer_code_440,3,3,29
customer_code_440,4,3,23
customer_code_440,5,2,36
customer_code_440,6,4,32
customer_code_440,7,1,20
customer_code_441,1,1,37
customer_code_441,2,3,24
customer_code_441,3,3,35
customer_code_441,4,3,23
customer_code_441,5,2,37
customer_code_441,6,4,34
customer_code_441,7,1,21
customer_code_442,1,1,37
customer_code_442,2,3,30
customer_code_442,3,3,31
customer_code_442,4,3,21
customer_code_442,5,2,45
customer_code_442,6,3,36
customer_code_442,7,1,22
customer_code_443,1,1,37
customer_code_443,2,3,46
customer_code_443,3,3,42
customer_code_443,4,2,60
customer_code_443,5,2,53
customer_code_443,6,2,121
customer_code_443,7,1,101
customer_code_444,1,1,48
customer_code_444,2,1,48
customer_code_444,3,4,38
customer_code_444,4,2,40
customer_code_444,5,2,69
customer_code_444,6,3,65
customer_code_444,7,1,58
customer_code_445,1,1,54
customer_code_445,2,1,51
customer_code_445,3,3,46
customer_code_445,4,3,42
customer_code_445,5,2,75
customer_code_445,6,4,77
customer_code_445,7,1,44
customer_code_446,1,1,48
customer_code_446,2,3,44
customer_code_446,3,1,34
customer_code_446,4,3,56
customer_code_446,5,2,52
customer_code_446,6,4,91
customer_code_446,7,1,82
customer_code_447,1,1,54
customer_code_447,2,1,42
customer_code_447,3,3,79
customer_code_447,4,4,59
customer_code_447,5,2,76
customer_code_447,6,4,76
customer_code_447,7,1,61
customer_code_448,1,1,62
customer_code_448,2,1,50
customer_code_448,3,1,42
customer_code_448,4,3,62
customer_code_448,5,2,79
customer_code_448,6,3,113
customer_code_448,7,1,29
customer_code_449,1,1,47
customer_code_449,2,1,46
customer_code_449,3,2,41
customer_code_449,4,2,47
customer_code_449,5,4,64
customer_code_449,6,1,38
customer_code_449,7,1,63
customer_code_45,1,1,33
customer_code_45,2,3,30
customer_code_45,3,3,35
customer_code_45,4,3,20
customer_code_45,5,2,42
customer_code_45,6,4,26
customer_code_45,7,1,23
customer_code_450,1,1,58
customer_code_450,2,3,42
customer_code_450,3,3,57
customer_code_450,4,2,38
customer_code_450,5,1,65
customer_code_450,6,4,147
customer_code_450,7,1,26
customer_code_451,1,1,44
customer_code_451,2,3,46
customer_code_451,3,3,56
customer_code_451,4,4,39
customer_code_451,5,2,53
customer_code_451,6,3,72
customer_code_451,7,1,71
customer_code_452,1,1,39
customer_code_452,2,3,33
customer_code_452,3,3,36
customer_code_452,4,3,28
customer_code_452,5,2,42
customer_code_452,6,3,35
customer_code_452,7,1,26
customer_code_453,1,1,35
customer_code_453,2,3,30
customer_code_453,3,3,35
customer_code_453,4,3,28
customer_code_453,5,2,49
customer_code_453,6,4,39
customer_code_453,7,1,33
customer_code_454,1,1,33
customer_code_454,2,1,27
customer_code_454,3,3,36
customer_code_454,4,3,23
customer_code_454,5,2,41
customer_code_454,6,4,31
customer_code_454,7,1,38
customer_code_455,1,1,54
customer_code_455,2,3,63
customer_code_455,3,4,63
customer_code_455,4,3,89
customer_code_455,5,2,108
customer_code_455,6,3,114
customer_code_455,7,1,55
customer_code_456,1,1,55
customer_code_456,2,3,51
customer_code_456,3,1,71
customer_code_456,4,3,63
customer_code_456,5,2,103
customer_code_456,6,4,159
customer_code_456,7,1,124
customer_code_457,1,3,45
customer_code_457,2,1,61
customer_code_457,3,3,58
customer_code_457,4,4,67
customer_code_457,5,4,81
customer_code_457,6,4,126
customer_code_457,7,1,123
customer_code_458,1,1,66
customer_code_458,2,3,62
customer_code_458,3,3,66
customer_code_458,4,4,54
customer_code_458,5,2,112
customer_code_458,6,2,180
customer_code_458,7,1,85
customer_code_459,1,1,62
customer_code_459,2,4,47
customer_code_459,3,3,57
customer_code_459,4,2,88
customer_code_459,5,2,97
customer_code_459,6,2,142
customer_code_459,7,1,72
customer_code_46,1,1,33
customer_code_46,2,3,24
customer_code_46,3,3,26
customer_code_46,4,4,23
customer_code_46,5,2,36
customer_code_46,6,3,33
customer_code_46,7,1,31
customer_code_460,1,1,49
customer_code_460,2,1,46
customer_code_460,3,1,70
customer_code_460,4,4,73
customer_code_460,5,2,100
customer_code_460,6,4,114
customer_code_460,7,1,106
customer_code_461,1,1,43
customer_code_461,2,1,58
customer_code_461,3,3,58
customer_code_461,4,2,76
customer_code_461,5,2,98
customer_code_461,6,3,147
customer_code_461,7,1,66
customer_code_462,1,1,71
customer_code_462,2,4,67
customer_code_462,3,2,90
customer_code_462,4,3,73
customer_code_462,5,4,90
customer_code_462,6,4,195
customer_code_462,7,1,72
customer_code_463,1,1,33
customer_code_463,2,3,29
customer_code_463,3,3,38
customer_code_463,4,3,26
customer_code_463,5,2,41
customer_code_463,6,4,33
customer_code_463,7,1,28
customer_code_464,1,1,37
customer_code_464,2,1,33
customer_code_464,3,3,39
customer_code_464,4,4,18
customer_code_464,5,2,43
customer_code_464,6,3,27
customer_code_464,7,1,22
customer_code_465,1,1,37
customer_code_465,2,1,26
customer_code_465,3,3,35
customer_code_465,4,4,19
customer_code_465,5,2,36
customer_code_465,6,2,22
customer_code_465,7,1,40
customer_code_466,1,1,52
customer_code_466,2,3,40
customer_code_466,3,4,38
customer_code_466,4,3,55
customer_code_466,5,2,51
customer_code_466,6,4,78
customer_code_466,7,1,69
customer_code_467,1,1,59
customer_code_467,2,1,36
customer_code_467,3,3,54
customer_code_467,4,4,59
customer_code_467,5,4,67
customer_code_467,6,1,68
customer_code_467,7,1,80
customer_code_468,1,1,52
customer_code_468,2,3,45
customer_code_468,3,3,50
customer_code_468,4,4,58
customer_code_468,5,2,63
customer_code_468,6,2,68
customer_code_468,7,1,55
customer_code_469,1,1,50
customer_code_469,2,3,46
customer_code_469,3,3,41
customer_code_469,4,4,46
customer_code_469,5,4,65
customer_code_469,6,3,173
customer_code_469,7,1,84
customer_code_47,1,1,31
customer_code_47,2,3,26
customer_code_47,3,3,36
customer_code_47,4,4,20
customer_code_47,5,2,41
customer_code_47,6,2,30
customer_code_47,7,1,33
customer_code_470,1,1,57
customer_code_470,2,1,47
customer_code_470,3,4,50
customer_code_470,4,3,48
customer_code_470,5,3,54
customer_code_470,6,3,86
customer_code_470,7,1,99
customer_code_471,1,1,48
customer_code_471,2,2,43
customer_code_471,3,3,44
customer_code_471,4,4,59
customer_code_471,5,1,55
customer_code_471,6,3,62
customer_code_471,7,1,61
customer_code_472,1,1,58
customer_code_472,2,4,44
customer_code_472,3,3,56
customer_code_472,4,2,36
customer_code_472,5,5,48
customer_code_472,6,1,84
customer_code_472,7,1,16
customer_code_473,1,1,50
customer_code_473,2,3,69
customer_code_473,3,3,53
customer_code_473,4,3,56
customer_code_473,5,2,73
customer_code_473,6,2,88
customer_code_473,7,1,38
customer_code_474,1,1,51
customer_code_474,2,1,66
customer_code_474,3,3,55
customer_code_474,4,1,73
customer_code_474,5,2,67
customer_code_474,6,4,114
customer_code_474,7,1,101
customer_code_475,1,1,33
customer_code_475,2,1,22
customer_code_475,3,3,29
customer_code_475,4,3,17
customer_code_475,5,2,35
customer_code_475,6,4,28
customer_code_475,7,1,20
customer_code_476,1,1,33
customer_code_476,2,3,24
customer_code_476,3,3,27
customer_code_476,4,3,19
customer_code_476,5,2,36
customer_code_476,6,4,25
customer_code_476,7,1,18
customer_code_477,1,1,39
customer_code_477,2,3,37
customer_code_477,3,3,44
customer_code_477,4,3,29
customer_code_477,5,2,47
customer_code_477,6,4,41
customer_code_477,7,1,77
customer_code_478,1,1,51
customer_code_478,2,3,30
customer_code_478,3,3,47
customer_code_478,4,3,20
customer_code_478,5,2,47
customer_code_478,6,4,51
customer_code_478,7,1,22
customer_code_479,1,1,39
customer_code_479,2,3,39
customer_code_479,3,3,38
customer_code_479,4,3,44
customer_code_479,5,2,58
customer_code_479,6,2,70
customer_code_479,7,1,34
customer_code_48,1,1,42
customer_code_48,2,4,50
customer_code_48,3,3,59
customer_code_48,4,4,61
customer_code_48,5,2,66
customer_code_48,6,4,81
customer_code_48,7,1,79
customer_code_480,1,1,75
customer_code_480,2,4,87
customer_code_480,3,3,123
customer_code_480,4,3,126
customer_code_480,5,2,147
customer_code_480,6,3,199
customer_code_480,7,1,190
customer_code_481,1,1,83
customer_code_481,2,2,85
customer_code_481,3,1,105
customer_code_481,4,3,89
customer_code_481,5,2,129
customer_code_481,6,3,169
customer_code_481,7,1,138
customer_code_482,1,1,39
customer_code_482,2,3,32
customer_code_482,3,3,33
customer_code_482,4,3,30
customer_code_482,5,2,46
customer_code_482,6,2,31
customer_code_482,7,1,33
customer_code_483,1,1,36
customer_code_483,2,3,28
customer_code_483,3,3,37
customer_code_483,4,4,24
customer_code_483,5,2,44
customer_code_483,6,4,36
customer_code_483,7,1,24
customer_code_484,1,1,38
customer_code_484,2,3,31
customer_code_484,3,3,38
customer_code_484,4,3,29
customer_code_484,5,2,46
customer_code_484,6,3,41
customer_code_484,7,1,37
customer_code_485,1,1,44
customer_code_485,2,3,56
customer_code_485,3,3,77
customer_code_485,4,3,79
customer_code_485,5,1,79
customer_code_485,6,4,168
customer_code_485,7,1,71
customer_code_486,1,1,61
customer_code_486,2,1,75
customer_code_486,3,3,85
customer_code_486,4,1,51
customer_code_486,5,1,79
customer_code_486,6,2,83
customer_code_486,7,1,126
customer_code_487,1,1,51
customer_code_487,2,3,51
customer_code_487,3,3,68
customer_code_487,4,4,76
customer_code_487,5,2,83
customer_code_487,6,3,133
customer_code_487,7,1,64
customer_code_488,1,4,47
customer_code_488,2,3,54
customer_code_488,3,1,44
customer_code_488,4,1,67
customer_code_488,5,2,74
customer_code_488,6,4,121
customer_code_488,7,1,87
customer_code_489,1,1,70
customer_code_489,2,1,53
customer_code_489,3,3,50
customer_code_489,4,3,85
customer_code_489,5,3,73
customer_code_489,6,1,146
customer_code_489,7,1,122
customer_code_49,1,1,56
customer_code_49,2,1,52
customer_code_49,3,3,41
customer_code_49,4,3,63
customer_code_49,5,1,61
customer_code_49,6,2,72
customer_code_49,7,1,32
customer_code_490,1,1,74
customer_code_490,2,4,57
customer_code_490,3,3,50
customer_code_490,4,4,69
customer_code_490,5,2,76
customer_code_490,6,3,94
customer_code_490,7,1,87
customer_code_491,1,1,34
customer_code_491,2,1,26
customer_code_491,3,3,31
customer_code_491,4,3,17
customer_code_491,5,2,36
customer_code_491,6,2,32
customer_code_491,7,1,16
customer_code_492,1,1,32
customer_code_492,2,1,28
customer_code_492,3,3,34
customer_code_492,4,3,19
customer_code_492,5,2,40
customer_code_492,6,4,28
customer_code_492,7,1,26
customer_code_493,1,1,36
customer_code_493,2,1,46
customer_code_493,3,3,64
customer_code_493,4,3,37
customer_code_493,5,1,54
customer_code_493,6,2,84
customer_code_493,7,2,32
customer_code_494,1,1,41
customer_code_494,2,3,37
customer_code_494,3,3,49
customer_code_494,4,3,55
customer_code_494,5,2,65
customer_code_494,6,1,65
customer_code_494,7,1,42
customer_code_495,1,1,55
customer_code_495,2,4,48
customer_code_495,3,3,50
customer_code_495,4,3,64
customer_code_495,5,2,48
customer_code_495,6,4,83
customer_code_495,7,1,51
customer_code_496,1,1,51
customer_code_496,2,3,61
customer_code_496,3,3,45
customer_code_496,4,3,43
customer_code_496,5,1,58
customer_code_496,6,4,87
customer_code_496,7,1,64
customer_code_497,1,1,37
customer_code_497,2,3,47
customer_code_497,3,3,42
customer_code_497,4,3,44
customer_code_497,5,2,57
customer_code_497,6,3,89
customer_code_497,7,1,70
customer_code_498,1,1,47
customer_code_498,2,4,35
customer_code_498,3,1,47
customer_code_498,4,4,54
customer_code_498,5,2,75
customer_code_498,6,4,52
customer_code_498,7,1,37
customer_code_499,1,1,44
customer_code_499,2,3,55
customer_code_499,3,3,39
customer_code_499,4,4,54
customer_code_499,5,2,68
customer_code_499,6,4,57
customer_code_499,7,1,64
customer_code_5,1,1,59
customer_code_5,2,1,58
customer_code_5,3,2,62
customer_code_5,4,4,71
customer_code_5,5,3,80
customer_code_5,6,3,127
customer_code_5,7,1,135
customer_code_50,1,1,53
customer_code_50,2,4,49
customer_code_50,3,1,57
customer_code_50,4,2,51
customer_code_50,5,5,43
customer_code_50,6,4,71
customer_code_50,7,2,21
customer_code_500,1,1,33
customer_code_500,2,1,25
customer_code_500,3,3,31
customer_code_500,4,3,15
customer_code_500,5,2,36
customer_code_500,6,3,20
customer_code_500,7,1,11
customer_code_501,1,1,30
customer_code_501,2,3,24
customer_code_501,3,3,28
customer_code_501,4,3,16
customer_code_501,5,2,35
customer_code_501,6,3,24
customer_code_501,7,1,12
customer_code_502,1,1,43
customer_code_502,2,1,31
customer_code_502,3,3,38
customer_code_502,4,3,24
customer_code_502,5,2,48
customer_code_502,6,4,51
customer_code_502,7,1,44
customer_code_503,1,1,37
customer_code_503,2,1,32
customer_code_503,3,3,39
customer_code_503,4,3,23
customer_code_503,5,2,45
customer_code_503,6,3,38
customer_code_503,7,1,32
customer_code_504,1,1,40
customer_code_504,2,3,31
customer_code_504,3,3,37
customer_code_504,4,3,23
customer_code_504,5,2,40
customer_code_504,6,4,35
customer_code_504,7,1,41
customer_code_505,1,1,37
customer_code_505,2,3,30
customer_code_505,3,3,29
customer_code_505,4,3,35
customer_code_505,5,2,46
customer_code_505,6,4,47
customer_code_505,7,1,29
customer_code_506,1,1,35
customer_code_506,2,4,26
customer_code_506,3,3,43
customer_code_506,4,3,24
customer_code_506,5,2,41
customer_code_506,6,3,35
customer_code_506,7,1,22
customer_code_507,1,1,60
customer_code_507,2,1,44
customer_code_507,3,3,53
customer_code_507,4,3,75
customer_code_507,5,2,75
customer_code_507,6,2,156
customer_code_507,7,1,95
customer_code_508,1,1,54
customer_code_508,2,2,47
customer_code_508,3,3,70
customer_code_508,4,3,62
customer_code_508,5,4,79
customer_code_508,6,3,85
customer_code_508,7,1,73
customer_code_509,1,1,62
customer_code_509,2,4,51
customer_code_509,3,1,66
customer_code_509,4,3,50
customer_code_509,5,2,83
customer_code_509,6,2,82
customer_code_509,7,1,96
customer_code_51,1,1,41
customer_code_51,2,3,48
customer_code_51,3,1,41
customer_code_51,4,4,53
customer_code_51,5,2,65
customer_code_51,6,2,58
customer_code_51,7,1,38
customer_code_510,1,1,66
customer_code_510,2,3,56
customer_code_510,3,2,60
customer_code_510,4,2,68
customer_code_510,5,2,103
customer_code_510,6,3,131
customer_code_510,7,1,62
customer_code_511,1,1,70
customer_code_511,2,3,51
customer_code_511,3,3,58
customer_code_511,4,2,60
customer_code_511,5,2,86
customer_code_511,6,3,148
customer_code_511,7,1,76
customer_code_512,1,1,63
customer_code_512,2,4,68
customer_code_512,3,1,78
customer_code_512,4,3,70
customer_code_512,5,2,105
customer_code_512,6,1,91
customer_code_512,7,1,76
customer_code_513,1,1,33
customer_code_513,2,1,26
customer_code_513,3,3,33
customer_code_513,4,3,19
customer_code_513,5,2,40
customer_code_513,6,4,25
customer_code_513,7,1,21
customer_code_514,1,1,56
customer_code_514,2,1,74
customer_code_514,3,3,50
customer_code_514,4,3,46
customer_code_514,5,2,64
customer_code_514,6,4,103
customer_code_514,7,1,108
customer_code_515,1,1,41
customer_code_515,2,1,42
customer_code_515,3,3,56
customer_code_515,4,3,56
customer_code_515,5,2,73
customer_code_515,6,5,55
customer_code_515,7,1,70
customer_code_516,1,1,53
customer_code_516,2,1,42
customer_code_516,3,3,47
customer_code_516,4,4,48
customer_code_516,5,2,68
customer_code_516,6,4,108
customer_code_516,7,1,56
customer_code_517,1,1,60
customer_code_517,2,1,44
customer_code_517,3,3,57
customer_code_517,4,4,46
customer_code_517,5,1,57
customer_code_517,6,3,79
customer_code_517,7,1,75
customer_code_518,1,1,40
customer_code_518,2,3,35
customer_code_518,3,3,50
customer_code_518,4,3,57
customer_code_518,5,4,68
customer_code_518,6,3,71
customer_code_518,7,1,36
customer_code_519,1,1,39
customer_code_519,2,4,41
customer_code_519,3,3,42
customer_code_519,4,3,47
customer_code_519,5,2,55
customer_code_519,6,4,71
customer_code_519,7,1,21
customer_code_52,1,1,59
customer_code_52,2,4,33
customer_code_52,3,3,43
customer_code_52,4,2,42
customer_code_52,5,5,71
customer_code_52,6,3,68
customer_code_52,7,1,54
customer_code_520,1,1,50
customer_code_520,2,3,35
customer_code_520,3,3,36
customer_code_520,4,3,65
customer_code_520,5,2,47
customer_code_520,6,4,89
customer_code_520,7,1,63
customer_code_521,1,1,35
customer_code_521,2,3,54
customer_code_521,3,3,48
customer_code_521,4,4,29
customer_code_521,5,2,54
customer_code_521,6,3,90
customer_code_521,7,1,38
customer_code_522,1,1,43
customer_code_522,2,3,49
customer_code_522,3,3,41
customer_code_522,4,1,25
customer_code_522,5,2,43
customer_code_522,6,1,65
customer_code_522,7,1,41
customer_code_523,1,1,48
customer_code_523,2,4,34
customer_code_523,3,3,35
customer_code_523,4,4,30
customer_code_523,5,4,45
customer_code_523,6,4,83
customer_code_523,7,1,75
customer_code_524,1,1,88
customer_code_524,2,4,96
customer_code_524,3,3,127
customer_code_524,4,3,120
customer_code_524,5,2,114
customer_code_524,6,4,229
customer_code_524,7,1,141
customer_code_525,1,1,37
customer_code_525,2,3,32
customer_code_525,3,3,38
customer_code_525,4,3,27
customer_code_525,5,2,47
customer_code_525,6,3,33
customer_code_525,7,1,42
customer_code_526,1,1,37
customer_code_526,2,1,33
customer_code_526,3,3,37
customer_code_526,4,4,29
customer_code_526,5,2,49
customer_code_526,6,2,39
customer_code_526,7,1,27
customer_code_527,1,1,43
customer_code_527,2,3,52
customer_code_527,3,1,56
customer_code_527,4,4,61
customer_code_527,5,2,70
customer_code_527,6,3,118
customer_code_527,7,1,113
customer_code_528,1,1,67
customer_code_528,2,2,37
customer_code_528,3,3,66
customer_code_528,4,3,87
customer_code_528,5,2,76
customer_code_528,6,4,116
customer_code_528,7,1,122
customer_code_529,1,1,69
customer_code_529,2,3,52
customer_code_529,3,3,61
customer_code_529,4,4,114
customer_code_529,5,2,77
customer_code_529,6,4,117
customer_code_529,7,1,148
customer_code_53,1,1,31
customer_code_53,2,3,21
customer_code_53,3,3,33
customer_code_53,4,3,18
customer_code_53,5,2,36
customer_code_53,6,4,22
customer_code_53,7,1,13
customer_code_530,1,1,49
customer_code_530,2,1,52
customer_code_530,3,3,53
customer_code_530,4,4,64
customer_code_530,5,2,92
customer_code_530,6,4,106
customer_code_530,7,1,48
customer_code_531,1,1,50
customer_code_531,2,3,54
customer_code_531,3,3,98
customer_code_531,4,3,47
customer_code_531,5,2,85
customer_code_531,6,2,119
customer_code_531,7,1,143
customer_code_532,1,1,65
customer_code_532,2,3,70
customer_code_532,3,3,53
customer_code_532,4,4,75
customer_code_532,5,2,89
customer_code_532,6,4,128
customer_code_532,7,2,60
customer_code_533,1,1,77
customer_code_533,2,3,79
customer_code_533,3,2,67
customer_code_533,4,4,75
customer_code_533,5,4,101
customer_code_533,6,4,226
customer_code_533,7,1,110
customer_code_534,1,1,87
customer_code_534,2,4,75
customer_code_534,3,4,71
customer_code_534,4,3,97
customer_code_534,5,4,93
customer_code_534,6,2,170
customer_code_534,7,1,94
customer_code_535,1,1,33
customer_code_535,2,3,28
customer_code_535,3,3,34
customer_code_535,4,3,23
customer_code_535,5,2,41
customer_code_535,6,3,18
customer_code_535,7,1,25
customer_code_536,1,1,33
customer_code_536,2,1,23
customer_code_536,3,3,34
customer_code_536,4,4,23
customer_code_536,5,2,36
customer_code_536,6,4,40
customer_code_536,7,1,19
customer_code_537,1,1,48
customer_code_537,2,2,53
customer_code_537,3,3,50
customer_code_537,4,4,50
customer_code_537,5,2,71
customer_code_537,6,2,98
customer_code_537,7,1,43
customer_code_538,1,1,44
customer_code_538,2,1,50
customer_code_538,3,1,42
customer_code_538,4,4,49
customer_code_538,5,5,61
customer_code_538,6,2,98
customer_code_538,7,1,73
customer_code_539,1,1,46
customer_code_539,2,1,37
customer_code_539,3,2,44
customer_code_539,4,4,47
customer_code_539,5,2,73
customer_code_539,6,2,59
customer_code_539,7,1,99
customer_code_54,1,1,99
customer_code_54,2,4,92
customer_code_54,3,3,139
customer_code_54,4,3,152
customer_code_54,5,4,141
customer_code_54,6,4,240
customer_code_54,7,1,205
customer_code_540,1,1,44
customer_code_540,2,1,54
customer_code_540,3,3,34
customer_code_540,4,4,40
customer_code_540,5,3,58
customer_code_540,6,2,103
customer_code_540,7,1,60
customer_code_541,1,1,41
customer_code_541,2,3,57
customer_code_541,3,1,40
customer_code_541,4,2,34
customer_code_541,5,2,70
customer_code_541,6,2,94
customer_code_541,7,1,59
customer_code_542,1,1,47
customer_code_542,2,1,32
customer_code_542,3,4,46
customer_code_542,4,4,43
customer_code_542,5,4,60
customer_code_542,6,2,97
customer_code_542,7,1,58
customer_code_543,1,1,42
customer_code_543,2,3,37
customer_code_543,3,3,39
customer_code_543,4,3,35
customer_code_543,5,2,52
customer_code_543,6,4,62
customer_code_543,7,1,44
customer_code_544,1,1,43
customer_code_544,2,1,33
customer_code_544,3,3,37
customer_code_544,4,3,35
customer_code_544,5,2,46
customer_code_544,6,3,79
customer_code_544,7,1,33
customer_code_545,1,1,40
customer_code_545,2,1,47
customer_code_545,3,3,37
customer_code_545,4,4,30
customer_code_545,5,2,50
customer_code_545,6,4,49
customer_code_545,7,1,39
customer_code_546,1,1,95
customer_code_546,2,3,90
customer_code_546,3,1,111
customer_code_546,4,2,123
customer_code_546,5,4,126
customer_code_546,6,4,155
customer_code_546,7,1,144
customer_code_547,1,1,55
customer_code_547,2,2,50
customer_code_547,3,1,60
customer_code_547,4,2,62
customer_code_547,5,2,78
customer_code_547,6,2,155
customer_code_547,7,1,40
customer_code_548,1,1,56
customer_code_548,2,3,42
customer_code_548,3,3,59
customer_code_548,4,4,60
customer_code_548,5,2,95
customer_code_548,6,4,136
