,customer_code,week_of_month,transaction_count,frequency_category
14540,customer_code_2745,4,28,non-frequent
14541,customer_code_2746,4,32,non-frequent
14542,customer_code_2747,4,29,non-frequent
14543,customer_code_2748,4,29,non-frequent
14544,customer_code_2749,4,25,non-frequent
14545,customer_code_275,4,30,non-frequent
14546,customer_code_2750,4,31,non-frequent
14547,customer_code_2751,4,28,non-frequent
14548,customer_code_2752,4,29,non-frequent
14549,customer_code_2753,4,31,non-frequent
14550,customer_code_2754,4,33,non-frequent
14551,customer_code_2755,4,41,frequent
14552,customer_code_2756,4,30,non-frequent
14553,customer_code_2757,4,31,non-frequent
14554,customer_code_2758,4,33,non-frequent
14555,customer_code_2759,4,31,non-frequent
14556,customer_code_276,4,35,frequent
14557,customer_code_2760,4,26,non-frequent
14558,customer_code_2761,4,29,non-frequent
14559,customer_code_2762,4,33,non-frequent
14560,customer_code_2763,4,29,non-frequent
14561,customer_code_2764,4,29,non-frequent
14562,customer_code_2765,4,31,non-frequent
14563,customer_code_2766,4,25,non-frequent
14564,customer_code_2767,4,32,non-frequent
14565,customer_code_2768,4,27,non-frequent
14566,customer_code_2769,4,28,non-frequent
14567,customer_code_277,4,37,frequent
14568,customer_code_2770,4,33,non-frequent
14569,customer_code_2771,4,20,non-frequent
14570,customer_code_2772,4,30,non-frequent
14571,customer_code_2773,4,29,non-frequent
14572,customer_code_2774,4,42,frequent
14573,customer_code_2775,4,28,non-frequent
14574,customer_code_2776,4,32,non-frequent
14575,customer_code_2777,4,34,non-frequent
14576,customer_code_2778,4,29,non-frequent
14577,customer_code_2779,4,31,non-frequent
14578,customer_code_278,4,35,frequent
14579,customer_code_2780,4,33,non-frequent
14580,customer_code_2781,4,36,frequent
14581,customer_code_2782,4,30,non-frequent
14582,customer_code_2783,4,34,non-frequent
14583,customer_code_2784,4,31,non-frequent
14584,customer_code_2785,4,36,frequent
14585,customer_code_2786,4,32,non-frequent
14586,customer_code_2787,4,38,frequent
14587,customer_code_2788,4,33,non-frequent
14588,customer_code_2789,4,27,non-frequent
14589,customer_code_279,4,30,non-frequent
14590,customer_code_2790,4,32,non-frequent
14591,customer_code_2791,4,34,non-frequent
14592,customer_code_2792,4,29,non-frequent
14593,customer_code_2793,4,31,non-frequent
14594,customer_code_2794,4,33,non-frequent
14595,customer_code_2795,4,26,non-frequent
14596,customer_code_2796,4,29,non-frequent
14597,customer_code_2797,4,31,non-frequent
14598,customer_code_2798,4,28,non-frequent
14599,customer_code_2799,4,35,frequent
14600,customer_code_28,4,26,non-frequent
14601,customer_code_280,4,29,non-frequent
14602,customer_code_2800,4,36,frequent
14603,customer_code_2801,4,32,non-frequent
14604,customer_code_2802,4,34,non-frequent
14605,customer_code_2803,4,43,frequent
14606,customer_code_2804,4,32,non-frequent
14607,customer_code_2805,4,30,non-frequent
14608,customer_code_2806,4,31,non-frequent
14609,customer_code_2807,4,31,non-frequent
14610,customer_code_2808,4,30,non-frequent
14611,customer_code_2809,4,29,non-frequent
14612,customer_code_281,4,30,non-frequent
14613,customer_code_2810,4,36,frequent
14614,customer_code_2811,4,33,non-frequent
14615,customer_code_2812,4,31,non-frequent
14616,customer_code_2813,4,32,non-frequent
14617,customer_code_2814,4,31,non-frequent
14618,customer_code_2815,4,29,non-frequent
14619,customer_code_2816,4,37,frequent
14620,customer_code_2817,4,33,non-frequent
14621,customer_code_2818,4,34,non-frequent
14622,customer_code_2819,4,32,non-frequent
14623,customer_code_282,4,34,non-frequent
14624,customer_code_2820,4,33,non-frequent
14625,customer_code_2821,4,29,non-frequent
14626,customer_code_2822,4,30,non-frequent
14627,customer_code_2823,4,32,non-frequent
14628,customer_code_2824,4,30,non-frequent
14629,customer_code_2825,4,30,non-frequent
14630,customer_code_2826,4,28,non-frequent
14631,customer_code_2827,4,33,non-frequent
14632,customer_code_2828,4,32,non-frequent
14633,customer_code_2829,4,28,non-frequent
14634,customer_code_283,4,34,non-frequent
14635,customer_code_2830,4,31,non-frequent
14636,customer_code_2831,4,26,non-frequent
14637,customer_code_2832,4,34,non-frequent
14638,customer_code_2833,4,32,non-frequent
14639,customer_code_2834,4,34,non-frequent
14640,customer_code_2835,4,38,frequent
14641,customer_code_2836,4,31,non-frequent
14642,customer_code_2837,4,35,frequent
14643,customer_code_2838,4,35,frequent
14644,customer_code_2839,4,29,non-frequent
14645,customer_code_284,4,30,non-frequent
14646,customer_code_2840,4,29,non-frequent
14647,customer_code_2841,4,27,non-frequent
14648,customer_code_2842,4,31,non-frequent
14649,customer_code_2843,4,31,non-frequent
14650,customer_code_2844,4,31,non-frequent
14651,customer_code_2845,4,31,non-frequent
14652,customer_code_2846,4,32,non-frequent
14653,customer_code_2847,4,32,non-frequent
14654,customer_code_2848,4,26,non-frequent
14655,customer_code_2849,4,27,non-frequent
14656,customer_code_285,4,32,non-frequent
14657,customer_code_2850,4,34,non-frequent
14658,customer_code_2851,4,32,non-frequent
14659,customer_code_2852,4,34,non-frequent
14660,customer_code_2853,4,29,non-frequent
14661,customer_code_2854,4,31,non-frequent
14662,customer_code_2855,4,33,non-frequent
14663,customer_code_2856,4,27,non-frequent
14664,customer_code_2857,4,34,non-frequent
14665,customer_code_2858,4,35,frequent
14666,customer_code_2859,4,39,frequent
14667,customer_code_286,4,28,non-frequent
14668,customer_code_2860,4,38,frequent
14669,customer_code_2861,4,41,frequent
14670,customer_code_2862,4,33,non-frequent
14671,customer_code_2863,4,32,non-frequent
14672,customer_code_2864,4,41,frequent
14673,customer_code_2865,4,28,non-frequent
14674,customer_code_2866,4,29,non-frequent
14675,customer_code_2867,4,30,non-frequent
14676,customer_code_2868,4,34,non-frequent
14677,customer_code_2869,4,32,non-frequent
14678,customer_code_287,4,30,non-frequent
14679,customer_code_2870,4,30,non-frequent
14680,customer_code_2871,4,32,non-frequent
14681,customer_code_2872,4,31,non-frequent
14682,customer_code_2873,4,31,non-frequent
14683,customer_code_2874,4,35,frequent
14684,customer_code_2875,4,24,non-frequent
14685,customer_code_2876,4,29,non-frequent
14686,customer_code_2877,4,32,non-frequent
14687,customer_code_2878,4,30,non-frequent
14688,customer_code_2879,4,39,frequent
14689,customer_code_288,4,36,frequent
14690,customer_code_2880,4,36,frequent
14691,customer_code_2881,4,33,non-frequent
14692,customer_code_2882,4,32,non-frequent
14693,customer_code_2883,4,33,non-frequent
14694,customer_code_2884,4,28,non-frequent
14695,customer_code_2885,4,28,non-frequent
14696,customer_code_2886,4,38,frequent
14697,customer_code_2887,4,37,frequent
14698,customer_code_2888,4,26,non-frequent
14699,customer_code_2889,4,31,non-frequent
14700,customer_code_289,4,31,non-frequent
14701,customer_code_2890,4,28,non-frequent
14702,customer_code_2891,4,33,non-frequent
14703,customer_code_2892,4,36,frequent
14704,customer_code_2893,4,39,frequent
14705,customer_code_2894,4,35,frequent
14706,customer_code_2895,4,37,frequent
14707,customer_code_2896,4,27,non-frequent
14708,customer_code_2897,4,33,non-frequent
14709,customer_code_2898,4,29,non-frequent
14710,customer_code_2899,4,31,non-frequent
14711,customer_code_29,4,29,non-frequent
14712,customer_code_290,4,32,non-frequent
14713,customer_code_2900,4,33,non-frequent
14714,customer_code_2901,4,30,non-frequent
14715,customer_code_2902,4,33,non-frequent
14716,customer_code_2903,4,30,non-frequent
14717,customer_code_2904,4,34,non-frequent
14718,customer_code_2905,4,29,non-frequent
14719,customer_code_2906,4,31,non-frequent
14720,customer_code_2907,4,33,non-frequent
14721,customer_code_2908,4,32,non-frequent
14722,customer_code_2909,4,31,non-frequent
14723,customer_code_291,4,31,non-frequent
14724,customer_code_2910,4,32,non-frequent
14725,customer_code_2911,4,32,non-frequent
14726,customer_code_2912,4,34,non-frequent
14727,customer_code_2913,4,31,non-frequent
14728,customer_code_2914,4,30,non-frequent
14729,customer_code_2915,4,28,non-frequent
14730,customer_code_2916,4,30,non-frequent
14731,customer_code_2917,4,34,non-frequent
14732,customer_code_2918,4,35,frequent
14733,customer_code_2919,4,28,non-frequent
14734,customer_code_292,4,33,non-frequent
14735,customer_code_2920,4,30,non-frequent
14736,customer_code_2921,4,29,non-frequent
14737,customer_code_2922,4,30,non-frequent
14738,customer_code_2923,4,28,non-frequent
14739,customer_code_2924,4,32,non-frequent
14740,customer_code_2925,4,27,non-frequent
14741,customer_code_2926,4,29,non-frequent
14742,customer_code_2927,4,36,frequent
14743,customer_code_2928,4,33,non-frequent
14744,customer_code_2929,4,30,non-frequent
14745,customer_code_293,4,35,frequent
14746,customer_code_2930,4,32,non-frequent
14747,customer_code_2931,4,33,non-frequent
14748,customer_code_2932,4,29,non-frequent
14749,customer_code_2933,4,36,frequent
14750,customer_code_2934,4,28,non-frequent
14751,customer_code_2935,4,22,non-frequent
14752,customer_code_2936,4,29,non-frequent
14753,customer_code_2937,4,32,non-frequent
14754,customer_code_2938,4,29,non-frequent
14755,customer_code_2939,4,34,non-frequent
14756,customer_code_294,4,28,non-frequent
14757,customer_code_2940,4,34,non-frequent
14758,customer_code_2941,4,36,frequent
14759,customer_code_2942,4,31,non-frequent
14760,customer_code_2943,4,29,non-frequent
14761,customer_code_2944,4,29,non-frequent
14762,customer_code_2945,4,30,non-frequent
14763,customer_code_2946,4,33,non-frequent
14764,customer_code_2947,4,39,frequent
14765,customer_code_2948,4,31,non-frequent
14766,customer_code_2949,4,34,non-frequent
14767,customer_code_295,4,34,non-frequent
14768,customer_code_2950,4,29,non-frequent
14769,customer_code_2951,4,30,non-frequent
14770,customer_code_2952,4,33,non-frequent
14771,customer_code_2953,4,31,non-frequent
14772,customer_code_2954,4,31,non-frequent
14773,customer_code_2955,4,33,non-frequent
14774,customer_code_2956,4,33,non-frequent
14775,customer_code_2957,4,31,non-frequent
14776,customer_code_2958,4,26,non-frequent
14777,customer_code_2959,4,28,non-frequent
14778,customer_code_296,4,33,non-frequent
14779,customer_code_2960,4,36,frequent
14780,customer_code_2961,4,32,non-frequent
14781,customer_code_2962,4,31,non-frequent
14782,customer_code_2963,4,33,non-frequent
14783,customer_code_2964,4,31,non-frequent
14784,customer_code_2965,4,30,non-frequent
14785,customer_code_2966,4,31,non-frequent
14786,customer_code_2967,4,30,non-frequent
14787,customer_code_2968,4,32,non-frequent
14788,customer_code_2969,4,27,non-frequent
14789,customer_code_297,4,30,non-frequent
14790,customer_code_2970,4,31,non-frequent
14791,customer_code_2971,4,31,non-frequent
14792,customer_code_2972,4,32,non-frequent
14793,customer_code_2973,4,27,non-frequent
14794,customer_code_2974,4,29,non-frequent
14795,customer_code_2975,4,27,non-frequent
14796,customer_code_2976,4,34,non-frequent
14797,customer_code_2977,4,31,non-frequent
14798,customer_code_2978,4,32,non-frequent
14799,customer_code_2979,4,28,non-frequent
14800,customer_code_298,4,27,non-frequent
14801,customer_code_2980,4,42,frequent
14802,customer_code_2981,4,27,non-frequent
14803,customer_code_2982,4,30,non-frequent
14804,customer_code_2983,4,30,non-frequent
14805,customer_code_2984,4,30,non-frequent
14806,customer_code_2985,4,35,frequent
14807,customer_code_2986,4,30,non-frequent
14808,customer_code_2987,4,40,frequent
14809,customer_code_2988,4,35,frequent
14810,customer_code_2989,4,34,non-frequent
14811,customer_code_299,4,30,non-frequent
14812,customer_code_2990,4,37,frequent
14813,customer_code_2991,4,30,non-frequent
14814,customer_code_2992,4,32,non-frequent
14815,customer_code_2993,4,33,non-frequent
14816,customer_code_2994,4,29,non-frequent
14817,customer_code_2995,4,30,non-frequent
14818,customer_code_2996,4,29,non-frequent
14819,customer_code_2997,4,30,non-frequent
14820,customer_code_2998,4,38,frequent
14821,customer_code_2999,4,37,frequent
14822,customer_code_3,4,32,non-frequent
14823,customer_code_30,4,39,frequent
14824,customer_code_300,4,33,non-frequent
14825,customer_code_3000,4,33,non-frequent
14826,customer_code_3001,4,31,non-frequent
14827,customer_code_3002,4,27,non-frequent
14828,customer_code_3003,4,36,frequent
14829,customer_code_3004,4,27,non-frequent
14830,customer_code_3005,4,32,non-frequent
14831,customer_code_3006,4,30,non-frequent
14832,customer_code_3007,4,27,non-frequent
14833,customer_code_3008,4,29,non-frequent
14834,customer_code_3009,4,34,non-frequent
14835,customer_code_301,4,30,non-frequent
14836,customer_code_3010,4,29,non-frequent
14837,customer_code_3011,4,28,non-frequent
14838,customer_code_3012,4,23,non-frequent
14839,customer_code_3013,4,34,non-frequent
14840,customer_code_3014,4,35,frequent
14841,customer_code_3015,4,33,non-frequent
14842,customer_code_3016,4,33,non-frequent
14843,customer_code_3017,4,31,non-frequent
14844,customer_code_3018,4,34,non-frequent
14845,customer_code_3019,4,43,frequent
14846,customer_code_302,4,35,frequent
14847,customer_code_3020,4,30,non-frequent
14848,customer_code_3021,4,29,non-frequent
14849,customer_code_3022,4,30,non-frequent
14850,customer_code_3023,4,30,non-frequent
14851,customer_code_3024,4,30,non-frequent
14852,customer_code_3025,4,25,non-frequent
14853,customer_code_3026,4,32,non-frequent
14854,customer_code_3027,4,29,non-frequent
14855,customer_code_3028,4,33,non-frequent
14856,customer_code_3029,4,30,non-frequent
14857,customer_code_303,4,34,non-frequent
14858,customer_code_3030,4,28,non-frequent
14859,customer_code_3031,4,35,frequent
14860,customer_code_3032,4,31,non-frequent
14861,customer_code_3033,4,29,non-frequent
14862,customer_code_3034,4,32,non-frequent
14863,customer_code_3035,4,30,non-frequent
14864,customer_code_3036,4,33,non-frequent
14865,customer_code_3037,4,29,non-frequent
14866,customer_code_3038,4,31,non-frequent
14867,customer_code_3039,4,32,non-frequent
14868,customer_code_304,4,34,non-frequent
14869,customer_code_3040,4,30,non-frequent
14870,customer_code_3041,4,32,non-frequent
14871,customer_code_3042,4,28,non-frequent
14872,customer_code_3043,4,32,non-frequent
14873,customer_code_3044,4,28,non-frequent
14874,customer_code_3045,4,30,non-frequent
14875,customer_code_3046,4,25,non-frequent
14876,customer_code_3047,4,32,non-frequent
14877,customer_code_3048,4,32,non-frequent
14878,customer_code_3049,4,32,non-frequent
14879,customer_code_305,4,33,non-frequent
14880,customer_code_3050,4,27,non-frequent
14881,customer_code_3051,4,30,non-frequent
14882,customer_code_3052,4,32,non-frequent
14883,customer_code_3053,4,33,non-frequent
14884,customer_code_3054,4,29,non-frequent
14885,customer_code_3055,4,33,non-frequent
14886,customer_code_3056,4,31,non-frequent
14887,customer_code_3057,4,30,non-frequent
14888,customer_code_3058,4,29,non-frequent
14889,customer_code_3059,4,32,non-frequent
14890,customer_code_306,4,33,non-frequent
14891,customer_code_3060,4,27,non-frequent
14892,customer_code_3061,4,27,non-frequent
14893,customer_code_3062,4,28,non-frequent
14894,customer_code_3063,4,33,non-frequent
14895,customer_code_3064,4,31,non-frequent
14896,customer_code_3065,4,30,non-frequent
14897,customer_code_3066,4,32,non-frequent
14898,customer_code_3067,4,31,non-frequent
14899,customer_code_3068,4,33,non-frequent
14900,customer_code_3069,4,39,frequent
14901,customer_code_307,4,31,non-frequent
14902,customer_code_3070,4,26,non-frequent
14903,customer_code_3071,4,34,non-frequent
14904,customer_code_3072,4,33,non-frequent
14905,customer_code_3073,4,31,non-frequent
14906,customer_code_3074,4,30,non-frequent
14907,customer_code_3075,4,25,non-frequent
14908,customer_code_3076,4,33,non-frequent
14909,customer_code_3077,4,32,non-frequent
14910,customer_code_3078,4,34,non-frequent
14911,customer_code_3079,4,28,non-frequent
14912,customer_code_308,4,33,non-frequent
14913,customer_code_3080,4,33,non-frequent
14914,customer_code_3081,4,28,non-frequent
14915,customer_code_3082,4,31,non-frequent
14916,customer_code_3083,4,32,non-frequent
14917,customer_code_3084,4,27,non-frequent
14918,customer_code_3085,4,29,non-frequent
14919,customer_code_3086,4,28,non-frequent
14920,customer_code_3087,4,32,non-frequent
14921,customer_code_3088,4,30,non-frequent
14922,customer_code_3089,4,31,non-frequent
14923,customer_code_309,4,28,non-frequent
14924,customer_code_3090,4,27,non-frequent
14925,customer_code_3091,4,34,non-frequent
14926,customer_code_3092,4,38,frequent
14927,customer_code_3093,4,39,frequent
14928,customer_code_3094,4,23,non-frequent
14929,customer_code_3095,4,25,non-frequent
14930,customer_code_3096,4,28,non-frequent
14931,customer_code_3097,4,36,frequent
14932,customer_code_3098,4,32,non-frequent
14933,customer_code_3099,4,32,non-frequent
14934,customer_code_31,4,42,frequent
14935,customer_code_310,4,34,non-frequent
14936,customer_code_3100,4,31,non-frequent
14937,customer_code_3101,4,32,non-frequent
14938,customer_code_3102,4,35,frequent
14939,customer_code_3103,4,34,non-frequent
14940,customer_code_3104,4,36,frequent
14941,customer_code_3105,4,33,non-frequent
14942,customer_code_3106,4,35,frequent
14943,customer_code_3107,4,32,non-frequent
14944,customer_code_3108,4,26,non-frequent
14945,customer_code_3109,4,31,non-frequent
14946,customer_code_311,4,29,non-frequent
14947,customer_code_3110,4,30,non-frequent
14948,customer_code_3111,4,22,non-frequent
14949,customer_code_3112,4,24,non-frequent
14950,customer_code_3113,4,25,non-frequent
14951,customer_code_3114,4,29,non-frequent
14952,customer_code_3115,4,28,non-frequent
14953,customer_code_3116,4,24,non-frequent
14954,customer_code_3117,4,31,non-frequent
14955,customer_code_3118,4,35,frequent
14956,customer_code_3119,4,34,non-frequent
14957,customer_code_312,4,33,non-frequent
14958,customer_code_3120,4,30,non-frequent
14959,customer_code_3121,4,31,non-frequent
14960,customer_code_3122,4,31,non-frequent
14961,customer_code_3123,4,31,non-frequent
14962,customer_code_3124,4,38,frequent
14963,customer_code_3125,4,38,frequent
14964,customer_code_3126,4,39,frequent
14965,customer_code_3127,4,34,non-frequent
14966,customer_code_3128,4,30,non-frequent
14967,customer_code_3129,4,31,non-frequent
14968,customer_code_313,4,35,frequent
14969,customer_code_3130,4,34,non-frequent
14970,customer_code_3131,4,30,non-frequent
14971,customer_code_3132,4,35,frequent
14972,customer_code_3133,4,40,frequent
14973,customer_code_3134,4,31,non-frequent
14974,customer_code_3135,4,28,non-frequent
14975,customer_code_3136,4,34,non-frequent
14976,customer_code_3137,4,32,non-frequent
14977,customer_code_3138,4,34,non-frequent
14978,customer_code_3139,4,32,non-frequent
14979,customer_code_314,4,28,non-frequent
14980,customer_code_3140,4,33,non-frequent
14981,customer_code_3141,4,32,non-frequent
14982,customer_code_3142,4,29,non-frequent
14983,customer_code_3143,4,29,non-frequent
14984,customer_code_3144,4,27,non-frequent
14985,customer_code_3145,4,30,non-frequent
14986,customer_code_3146,4,31,non-frequent
14987,customer_code_3147,4,36,frequent
14988,customer_code_3148,4,29,non-frequent
14989,customer_code_3149,4,32,non-frequent
14990,customer_code_315,4,35,frequent
14991,customer_code_3150,4,34,non-frequent
14992,customer_code_3151,4,36,frequent
14993,customer_code_3152,4,34,non-frequent
14994,customer_code_3153,4,26,non-frequent
14995,customer_code_3154,4,31,non-frequent
14996,customer_code_3155,4,28,non-frequent
14997,customer_code_3156,4,32,non-frequent
14998,customer_code_3157,4,31,non-frequent
14999,customer_code_3158,4,42,frequent
15000,customer_code_3159,4,28,non-frequent
15001,customer_code_316,4,37,frequent
15002,customer_code_3160,4,31,non-frequent
15003,customer_code_3161,4,30,non-frequent
15004,customer_code_3162,4,34,non-frequent
15005,customer_code_3163,4,37,frequent
15006,customer_code_3164,4,39,frequent
15007,customer_code_3165,4,32,non-frequent
15008,customer_code_3166,4,33,non-frequent
15009,customer_code_3167,4,29,non-frequent
15010,customer_code_3168,4,35,frequent
15011,customer_code_3169,4,29,non-frequent
15012,customer_code_317,4,35,frequent
15013,customer_code_3170,4,30,non-frequent
15014,customer_code_3171,4,28,non-frequent
15015,customer_code_3172,4,34,non-frequent
15016,customer_code_3173,4,33,non-frequent
15017,customer_code_3174,4,33,non-frequent
15018,customer_code_3175,4,31,non-frequent
15019,customer_code_3176,4,31,non-frequent
15020,customer_code_3177,4,32,non-frequent
15021,customer_code_3178,4,32,non-frequent
15022,customer_code_3179,4,37,frequent
15023,customer_code_318,4,33,non-frequent
15024,customer_code_3180,4,33,non-frequent
15025,customer_code_3181,4,30,non-frequent
15026,customer_code_3182,4,35,frequent
15027,customer_code_3183,4,27,non-frequent
15028,customer_code_3184,4,27,non-frequent
15029,customer_code_3185,4,31,non-frequent
15030,customer_code_3186,4,40,frequent
15031,customer_code_3187,4,33,non-frequent
15032,customer_code_3188,4,32,non-frequent
15033,customer_code_3189,4,33,non-frequent
15034,customer_code_319,4,28,non-frequent
15035,customer_code_3190,4,39,frequent
15036,customer_code_3191,4,36,frequent
15037,customer_code_3192,4,32,non-frequent
15038,customer_code_3193,4,32,non-frequent
15039,customer_code_3194,4,31,non-frequent
15040,customer_code_3195,4,26,non-frequent
15041,customer_code_3196,4,32,non-frequent
15042,customer_code_3197,4,29,non-frequent
15043,customer_code_3198,4,30,non-frequent
15044,customer_code_3199,4,36,frequent
15045,customer_code_32,4,31,non-frequent
15046,customer_code_320,4,27,non-frequent
15047,customer_code_3200,4,33,non-frequent
15048,customer_code_3201,4,30,non-frequent
15049,customer_code_3202,4,33,non-frequent
15050,customer_code_3203,4,27,non-frequent
15051,customer_code_3204,4,30,non-frequent
15052,customer_code_3205,4,31,non-frequent
15053,customer_code_3206,4,30,non-frequent
15054,customer_code_3207,4,40,frequent
15055,customer_code_3208,4,30,non-frequent
15056,customer_code_3209,4,28,non-frequent
15057,customer_code_321,4,27,non-frequent
15058,customer_code_3210,4,32,non-frequent
15059,customer_code_3211,4,29,non-frequent
15060,customer_code_3212,4,29,non-frequent
15061,customer_code_3213,4,29,non-frequent
15062,customer_code_3214,4,28,non-frequent
15063,customer_code_3215,4,32,non-frequent
15064,customer_code_3216,4,35,frequent
15065,customer_code_3217,4,35,frequent
15066,customer_code_3218,4,28,non-frequent
15067,customer_code_3219,4,33,non-frequent
15068,customer_code_322,4,35,frequent
15069,customer_code_3220,4,30,non-frequent
15070,customer_code_3221,4,35,frequent
15071,customer_code_3222,4,26,non-frequent
15072,customer_code_3223,4,31,non-frequent
15073,customer_code_3224,4,32,non-frequent
15074,customer_code_3225,4,33,non-frequent
15075,customer_code_3226,4,36,frequent
15076,customer_code_3227,4,35,frequent
15077,customer_code_3228,4,29,non-frequent
15078,customer_code_3229,4,29,non-frequent
15079,customer_code_323,4,29,non-frequent
15080,customer_code_3230,4,35,frequent
15081,customer_code_3231,4,31,non-frequent
15082,customer_code_3232,4,37,frequent
15083,customer_code_3233,4,30,non-frequent
15084,customer_code_3234,4,32,non-frequent
15085,customer_code_3235,4,36,frequent
15086,customer_code_3236,4,30,non-frequent
15087,customer_code_3237,4,32,non-frequent
15088,customer_code_3238,4,31,non-frequent
15089,customer_code_3239,4,36,frequent
15090,customer_code_324,4,34,non-frequent
15091,customer_code_3240,4,34,non-frequent
15092,customer_code_3241,4,33,non-frequent
15093,customer_code_3242,4,32,non-frequent
15094,customer_code_3243,4,31,non-frequent
15095,customer_code_3244,4,31,non-frequent
15096,customer_code_3245,4,30,non-frequent
15097,customer_code_3246,4,31,non-frequent
15098,customer_code_3247,4,31,non-frequent
15099,customer_code_3248,4,32,non-frequent
15100,customer_code_3249,4,35,frequent
15101,customer_code_325,4,27,non-frequent
15102,customer_code_3250,4,35,frequent
15103,customer_code_3251,4,27,non-frequent
15104,customer_code_3252,4,30,non-frequent
15105,customer_code_3253,4,30,non-frequent
15106,customer_code_3254,4,38,frequent
15107,customer_code_3255,4,36,frequent
15108,customer_code_3256,4,32,non-frequent
15109,customer_code_3257,4,34,non-frequent
15110,customer_code_3258,4,31,non-frequent
15111,customer_code_3259,4,28,non-frequent
15112,customer_code_326,4,23,non-frequent
15113,customer_code_3260,4,35,frequent
15114,customer_code_3261,4,34,non-frequent
15115,customer_code_3262,4,34,non-frequent
15116,customer_code_3263,4,26,non-frequent
15117,customer_code_3264,4,27,non-frequent
15118,customer_code_3265,4,32,non-frequent
15119,customer_code_3266,4,32,non-frequent
15120,customer_code_3267,4,39,frequent
15121,customer_code_3268,4,32,non-frequent
15122,customer_code_3269,4,33,non-frequent
15123,customer_code_327,4,31,non-frequent
15124,customer_code_3270,4,30,non-frequent
15125,customer_code_3271,4,31,non-frequent
15126,customer_code_3272,4,32,non-frequent
15127,customer_code_3273,4,30,non-frequent
15128,customer_code_3274,4,31,non-frequent
15129,customer_code_3275,4,36,frequent
15130,customer_code_3276,4,40,frequent
15131,customer_code_3277,4,37,frequent
15132,customer_code_3278,4,30,non-frequent
15133,customer_code_3279,4,27,non-frequent
15134,customer_code_328,4,29,non-frequent
15135,customer_code_3280,4,28,non-frequent
15136,customer_code_3281,4,33,non-frequent
15137,customer_code_3282,4,33,non-frequent
15138,customer_code_3283,4,26,non-frequent
15139,customer_code_3284,4,31,non-frequent
15140,customer_code_3285,4,29,non-frequent
15141,customer_code_3286,4,30,non-frequent
15142,customer_code_3287,4,31,non-frequent
15143,customer_code_3288,4,30,non-frequent
15144,customer_code_3289,4,30,non-frequent
15145,customer_code_329,4,28,non-frequent
15146,customer_code_3290,4,38,frequent
15147,customer_code_3291,4,27,non-frequent
15148,customer_code_3292,4,30,non-frequent
15149,customer_code_3293,4,27,non-frequent
15150,customer_code_3294,4,34,non-frequent
15151,customer_code_3295,4,35,frequent
15152,customer_code_3296,4,36,frequent
15153,customer_code_3297,4,35,frequent
15154,customer_code_3298,4,31,non-frequent
15155,customer_code_3299,4,36,frequent
15156,customer_code_33,4,34,non-frequent
15157,customer_code_330,4,32,non-frequent
15158,customer_code_3300,4,33,non-frequent
15159,customer_code_3301,4,26,non-frequent
15160,customer_code_3302,4,32,non-frequent
15161,customer_code_3303,4,32,non-frequent
15162,customer_code_3304,4,33,non-frequent
15163,customer_code_3305,4,26,non-frequent
15164,customer_code_3306,4,34,non-frequent
15165,customer_code_3307,4,25,non-frequent
15166,customer_code_3308,4,30,non-frequent
15167,customer_code_3309,4,34,non-frequent
15168,customer_code_331,4,27,non-frequent
15169,customer_code_3310,4,26,non-frequent
15170,customer_code_3311,4,31,non-frequent
15171,customer_code_3312,4,30,non-frequent
15172,customer_code_3313,4,33,non-frequent
15173,customer_code_3314,4,27,non-frequent
15174,customer_code_3315,4,29,non-frequent
15175,customer_code_3316,4,34,non-frequent
15176,customer_code_3317,4,30,non-frequent
15177,customer_code_3318,4,43,frequent
15178,customer_code_3319,4,31,non-frequent
15179,customer_code_332,4,29,non-frequent
15180,customer_code_3320,4,33,non-frequent
15181,customer_code_3321,4,33,non-frequent
15182,customer_code_3322,4,33,non-frequent
15183,customer_code_3323,4,30,non-frequent
15184,customer_code_3324,4,25,non-frequent
15185,customer_code_3325,4,32,non-frequent
15186,customer_code_3326,4,33,non-frequent
15187,customer_code_3327,4,27,non-frequent
15188,customer_code_3328,4,26,non-frequent
15189,customer_code_3329,4,30,non-frequent
15190,customer_code_333,4,39,frequent
15191,customer_code_3330,4,36,frequent
15192,customer_code_3331,4,34,non-frequent
15193,customer_code_3332,4,29,non-frequent
15194,customer_code_3333,4,32,non-frequent
15195,customer_code_3334,4,26,non-frequent
15196,customer_code_3335,4,29,non-frequent
15197,customer_code_3336,4,33,non-frequent
15198,customer_code_3337,4,30,non-frequent
15199,customer_code_3338,4,24,non-frequent
15200,customer_code_3339,4,31,non-frequent
15201,customer_code_334,4,30,non-frequent
15202,customer_code_3340,4,34,non-frequent
15203,customer_code_3341,4,30,non-frequent
15204,customer_code_3342,4,31,non-frequent
15205,customer_code_3343,4,25,non-frequent
15206,customer_code_3344,4,21,non-frequent
15207,customer_code_3345,4,32,non-frequent
15208,customer_code_3346,4,32,non-frequent
15209,customer_code_3347,4,33,non-frequent
15210,customer_code_3348,4,31,non-frequent
15211,customer_code_3349,4,32,non-frequent
15212,customer_code_335,4,30,non-frequent
15213,customer_code_3350,4,33,non-frequent
15214,customer_code_3351,4,36,frequent
15215,customer_code_3352,4,35,frequent
15216,customer_code_3353,4,32,non-frequent
15217,customer_code_3354,4,31,non-frequent
15218,customer_code_3355,4,33,non-frequent
